PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6732044606631354,0.0008113551310444222,-0.19657800042109627,6.948395328478795e-05,0.013744557828474767,-0.1577828234243469
