PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.0,0.0,3.1715568192081935,3.1715568192081935,3.1715760597831046,-0.38574445720435546,-0.3858542252019127,0.011882777090158924,-3.768717460149171,0.05669104580130088,3.0628706995144412,0.04750989467791697,4.168405986622782,3.618931422505157
