PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050989196710290584,0.00010705726425861427,-0.022065526394355217,0.00010330399007330016,0.23923788979959149,-0.028011841065157837
