PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19920765587084616,0.00013124928688341695,-0.19725416158979492,0.00012986288632248487,0.18346679939266863,-0.19709515624123808
