PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.2534630047320169,-1.9639609872397388,0.0,0.0,0.0,0.0,0.0,0.0,0.4933008503919506,0.023329600598497178,5.637717965642346,0.07944720225435375,3.623872424837552,6.0564501060875395
