PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.896280931251216,0.018833347752062222,3.895711881977643,0.04433227903143652,3.133615545853461,4.285758146460673
