PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
5,0.0,-1.5196817379254928,0.0,0.0,0.0,0.0,0.0,0.0,-0.999999999999953,0.0017895433026648532,-0.999999999999953,0.0017895433026648532,0.0017895433026648532,-0.999999999999953
