PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.0,0.0,-0.9922107180565098,-0.9922107180565098,-0.9922167859021079,0.12467851197692141,0.12471280362761163,0.0003341763375281914,0.0,0.0,0.0,0.0,0.0,0.0
