PETAL,THETA,PHI,LS1,LS2,LS3,LS4,LS5,LS6,US1,US2,US3,US4,US5,US6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14121259088113192,4.588982951894138e-05,-0.04640074953321331,1.4061376732854568e-05,-0.07552374996130133,-0.0616716028225138
